runf_cmha,date
0.0,2009-01-01
3.549715910802464,2009-01-02
0.0,2009-01-03
0.0,2009-01-04
0.0,2009-01-05
0.0,2009-01-06
0.0,2009-01-07
0.0,2009-01-08
0.0,2009-01-09
0.0,2009-01-10
0.0,2009-01-11
0.0,2009-01-12
0.0,2009-01-13
0.0,2009-01-14
0.0,2009-01-15
0.0,2009-01-16
0.0,2009-01-17
0.0,2009-01-18
0.0,2009-01-19
0.0,2009-01-20
0.8550053171233408,2009-01-21
82.19911021130534,2009-01-22
27.5582598864004,2009-01-23
9.369878090287145,2009-01-24
1.8579684911714431,2009-01-25
0.0,2009-01-26
0.0,2009-01-27
0.0,2009-01-28
0.0,2009-01-29
0.0,2009-01-30
0.0,2009-01-31
0.0,2009-02-01
0.0,2009-02-02
0.0,2009-02-03
0.0,2009-02-04
0.0027856250418111968,2009-02-05
0.9419029782839058,2009-02-06
0.0,2009-02-07
3.029970013056244,2009-02-08
8.858877675301802,2009-02-09
0.013837822163792885,2009-02-10
32.23644742601596,2009-02-11
2.64858921622704,2009-02-12
69.96205615336237,2009-02-13
5.932340432691041,2009-02-14
19.022907445425773,2009-02-15
41.252919473814075,2009-02-16
93.55075654420506,2009-02-17
4.794434626478651,2009-02-18
0.0,2009-02-19
0.0,2009-02-20
0.0,2009-02-21
75.01678974754802,2009-02-22
80.73681789218084,2009-02-23
0.2425258426938055,2009-02-24
0.0,2009-02-25
8.729719122233574,2009-02-26
0.0,2009-02-27
0.0,2009-02-28
49.147979783380784,2009-03-01
64.5321930124861,2009-03-02
73.93401519832146,2009-03-03
9.728423501440265,2009-03-04
0.0,2009-03-05
0.0,2009-03-06
0.0,2009-03-07
0.0,2009-03-08
0.0,2009-03-09
0.0,2009-03-10
0.0,2009-03-11
0.0,2009-03-12
0.0,2009-03-13
0.0,2009-03-14
0.002933817752618248,2009-03-15
0.0,2009-03-16
0.0,2009-03-17
0.0,2009-03-18
0.0,2009-03-19
0.0,2009-03-20
0.0712867483651429,2009-03-21
6.691770806951988,2009-03-22
0.0,2009-03-23
0.0,2009-03-24
0.0,2009-03-25
0.0,2009-03-26
0.0,2009-03-27
0.0,2009-03-28
0.0,2009-03-29
0.0,2009-03-30
0.0,2009-03-31
0.0,2009-04-01
0.0,2009-04-02
0.0,2009-04-03
0.0,2009-04-04
0.0,2009-04-05
0.0,2009-04-06
20.09919545088816,2009-04-07
17.96154632749239,2009-04-08
20.933957008225647,2009-04-09
15.75356622170433,2009-04-10
0.0,2009-04-11
0.0,2009-04-12
0.0,2009-04-13
