runf_cmha,date
0.0,2009-01-01
0.013397842897759532,2009-01-02
0.0,2009-01-03
0.0,2009-01-04
0.0,2009-01-05
0.0,2009-01-06
0.0,2009-01-07
0.0,2009-01-08
0.0,2009-01-09
0.0,2009-01-10
0.0,2009-01-11
0.0,2009-01-12
0.0,2009-01-13
0.0,2009-01-14
0.0,2009-01-15
0.0,2009-01-16
0.0,2009-01-17
0.0,2009-01-18
0.0,2009-01-19
0.0,2009-01-20
0.0,2009-01-21
0.3741545625997024,2009-01-22
0.12968051636881478,2009-01-23
0.02635601141916704,2009-01-24
0.006720227373661912,2009-01-25
0.0,2009-01-26
0.0,2009-01-27
0.0,2009-01-28
0.0,2009-01-29
0.0,2009-01-30
0.0,2009-01-31
0.0,2009-02-01
0.0,2009-02-02
0.0,2009-02-03
0.0,2009-02-04
0.0,2009-02-05
0.0,2009-02-06
0.0,2009-02-07
0.017769191512246922,2009-02-08
0.0333928148584276,2009-02-09
0.0,2009-02-10
0.1448780914277676,2009-02-11
0.00429923359175585,2009-02-12
0.3244821007912812,2009-02-13
0.015151824959783516,2009-02-14
0.08835354352188964,2009-02-15
0.1833229228227768,2009-02-16
0.4216499814102956,2009-02-17
0.01079818899674058,2009-02-18
0.0,2009-02-19
0.0,2009-02-20
0.0,2009-02-21
0.3543505972905883,2009-02-22
0.35437929489705955,2009-02-23
0.0,2009-02-24
0.0,2009-02-25
0.03740507105450618,2009-02-26
0.0,2009-02-27
0.0,2009-02-28
0.22600014307631824,2009-03-01
0.2970005662915707,2009-03-02
0.3325602843557107,2009-03-03
0.03372548994651885,2009-03-04
0.0,2009-03-05
0.0,2009-03-06
0.0,2009-03-07
0.0,2009-03-08
0.0,2009-03-09
0.0,2009-03-10
0.0,2009-03-11
0.0,2009-03-12
0.0,2009-03-13
0.0,2009-03-14
0.0,2009-03-15
0.0,2009-03-16
0.0,2009-03-17
0.0,2009-03-18
0.0,2009-03-19
0.0,2009-03-20
0.0,2009-03-21
0.02679788455005332,2009-03-22
0.0,2009-03-23
0.0,2009-03-24
0.0,2009-03-25
0.0,2009-03-26
0.0,2009-03-27
0.0,2009-03-28
0.0,2009-03-29
0.0,2009-03-30
0.0,2009-03-31
0.0,2009-04-01
0.0,2009-04-02
0.0,2009-04-03
0.0,2009-04-04
0.0,2009-04-05
0.0,2009-04-06
0.10024565665490563,2009-04-07
0.06827241768377874,2009-04-08
0.09925391787208104,2009-04-09
0.06259362433937701,2009-04-10
0.0,2009-04-11
0.0,2009-04-12
0.0,2009-04-13
0.0,2009-04-14
0.0,2009-04-15
0.0,2009-04-16
0.0,2009-04-17
0.0,2009-04-18
0.0,2009-04-19
0.0,2009-04-20
0.0,2009-04-21
0.0,2009-04-22
0.0,2009-04-23
0.0,2009-04-24
0.0,2009-04-25
0.0,2009-04-26
0.0,2009-04-27
0.0,2009-04-28
0.0,2009-04-29
0.0,2009-04-30
0.3216678380661899,2009-05-01
0.048198207208180785,2009-05-02
0.09402814282853,2009-05-03
0.007766694447880511,2009-05-04
0.1179345011245697,2009-05-05
0.0,2009-05-06
0.0,2009-05-07
0.0,2009-05-08
0.0,2009-05-09
0.0,2009-05-10
0.0,2009-05-11
0.0,2009-05-12
0.0,2009-05-13
0.0,2009-05-14
0.0,2009-05-15
0.0,2009-05-16
0.0,2009-05-17
0.0,2009-05-18
0.0,2009-05-19
0.0,2009-05-20
0.0,2009-05-21
0.0,2009-05-22
0.0,2009-05-23
0.0,2009-05-24
0.0,2009-05-25
0.0,2009-05-26
0.0,2009-05-27
0.0,2009-05-28
0.0,2009-05-29
0.0,2009-05-30
0.0,2009-05-31
0.0,2009-06-01
0.0,2009-06-02
0.003303557148344295,2009-06-03
0.040579784780748966,2009-06-04
0.0,2009-06-05
0.0,2009-06-06
0.0,2009-06-07
0.0,2009-06-08
0.0,2009-06-09
0.0,2009-06-10
0.0,2009-06-11
0.0,2009-06-12
0.0,2009-06-13
0.0,2009-06-14
0.0,2009-06-15
0.0,2009-06-16
0.0,2009-06-17
0.0,2009-06-18
0.0,2009-06-19
0.0,2009-06-20
0.0,2009-06-21
0.0,2009-06-22
0.0,2009-06-23
0.0,2009-06-24
0.0,2009-06-25
0.0,2009-06-26
0.0,2009-06-27
0.0,2009-06-28
0.0,2009-06-29
0.0,2009-06-30
0.0,2009-07-01
0.0,2009-07-02
0.0,2009-07-03
0.0,2009-07-04
0.0,2009-07-05
0.0,2009-07-06
0.0,2009-07-07
0.0,2009-07-08
0.0,2009-07-09
0.0,2009-07-10
0.0,2009-07-11
0.0,2009-07-12
0.0,2009-07-13
0.0,2009-07-14
0.0,2009-07-15
0.0,2009-07-16
0.0,2009-07-17
0.0,2009-07-18
0.0,2009-07-19
0.0,2009-07-20
0.0,2009-07-21
0.0,2009-07-22
0.0,2009-07-23
0.0,2009-07-24
0.0,2009-07-25
0.0,2009-07-26
0.0,2009-07-27
0.0,2009-07-28
0.0,2009-07-29
0.0,2009-07-30
0.0,2009-07-31
0.0,2009-08-01
0.0,2009-08-02
0.0,2009-08-03
0.0,2009-08-04
0.0,2009-08-05
0.0,2009-08-06
0.0,2009-08-07
0.0,2009-08-08
0.0,2009-08-09
0.0,2009-08-10
0.0,2009-08-11
0.0,2009-08-12
0.0,2009-08-13
0.0,2009-08-14
0.0,2009-08-15
0.0,2009-08-16
0.0,2009-08-17
0.0,2009-08-18
0.0,2009-08-19
0.0,2009-08-20
0.0,2009-08-21
0.0,2009-08-22
0.0,2009-08-23
0.0,2009-08-24
0.0,2009-08-25
0.0,2009-08-26
0.0,2009-08-27
0.0,2009-08-28
0.0,2009-08-29
0.0,2009-08-30
0.0,2009-08-31
0.0,2009-09-01
0.0,2009-09-02
0.0,2009-09-03
0.0,2009-09-04
0.0,2009-09-05
0.0,2009-09-06
0.0,2009-09-07
0.0,2009-09-08
0.0,2009-09-09
0.0,2009-09-10
0.0,2009-09-11
0.0,2009-09-12
0.0,2009-09-13
0.0,2009-09-14
0.0,2009-09-15
0.0,2009-09-16
0.0,2009-09-17
0.0,2009-09-18
0.0,2009-09-19
0.0,2009-09-20
0.0,2009-09-21
0.0,2009-09-22
0.0,2009-09-23
0.0,2009-09-24
0.0,2009-09-25
0.0,2009-09-26
0.0,2009-09-27
0.0,2009-09-28
0.0,2009-09-29
0.0,2009-09-30
0.0,2009-10-01
0.0,2009-10-02
0.0,2009-10-03
0.0,2009-10-04
0.0,2009-10-05
0.0,2009-10-06
0.0,2009-10-07
0.0,2009-10-08
0.0,2009-10-09
0.0,2009-10-10
0.0,2009-10-11
0.0,2009-10-12
1.2167651827660435,2009-10-13
0.08671382016514731,2009-10-14
0.0,2009-10-15
0.0,2009-10-16
0.0,2009-10-17
0.0,2009-10-18
0.003036045784410857,2009-10-19
0.0,2009-10-20
0.0,2009-10-21
0.0,2009-10-22
0.0,2009-10-23
0.0,2009-10-24
0.0,2009-10-25
0.0,2009-10-26
0.0,2009-10-27
0.0,2009-10-28
0.0,2009-10-29
0.0,2009-10-30
0.0,2009-10-31
0.0,2009-11-01
0.0,2009-11-02
0.0,2009-11-03
0.0,2009-11-04
0.0,2009-11-05
0.0,2009-11-06
0.0,2009-11-07
0.0,2009-11-08
0.0,2009-11-09
0.0,2009-11-10
0.0,2009-11-11
0.0,2009-11-12
0.0,2009-11-13
0.0,2009-11-14
0.0,2009-11-15
0.0,2009-11-16
0.0039765723531967655,2009-11-17
0.04888752889972865,2009-11-18
0.0,2009-11-19
0.08370644902805771,2009-11-20
0.0,2009-11-21
0.0,2009-11-22
0.0,2009-11-23
0.0,2009-11-24
0.0,2009-11-25
0.0,2009-11-26
0.0,2009-11-27
0.0,2009-11-28
0.0,2009-11-29
0.0,2009-11-30
0.0,2009-12-01
0.0,2009-12-02
0.0,2009-12-03
0.0,2009-12-04
0.0,2009-12-05
0.0,2009-12-06
0.17334920987762056,2009-12-07
0.0,2009-12-08
0.0,2009-12-09
0.0,2009-12-10
0.35043263299238564,2009-12-11
0.3158961054173114,2009-12-12
0.19184940475266532,2009-12-13
0.0,2009-12-14
0.0,2009-12-15
0.0,2009-12-16
0.0,2009-12-17
0.0,2009-12-18
0.0,2009-12-19
0.0,2009-12-20
0.0,2009-12-21
0.019696836085374217,2009-12-22
0.0,2009-12-23
0.0,2009-12-24
0.0,2009-12-25
0.0,2009-12-26
0.06480511654347981,2009-12-27
0.0,2009-12-28
0.009346848293631988,2009-12-29
0.008208094753374365,2009-12-30
0.0,2009-12-31
0.0034746660363130445,2010-01-01
0.0,2010-01-02
0.0,2010-01-03
0.0,2010-01-04
0.0,2010-01-05
0.0,2010-01-06
0.0,2010-01-07
0.0,2010-01-08
0.0,2010-01-09
0.0,2010-01-10
0.0,2010-01-11
0.08217063828487321,2010-01-12
0.26586837721636103,2010-01-13
0.0,2010-01-14
0.0,2010-01-15
0.0,2010-01-16
0.18963912672157945,2010-01-17
0.2947347534041708,2010-01-18
0.3495571174194992,2010-01-19
0.6078138393346905,2010-01-20
0.20214466691494407,2010-01-21
0.0892192134459729,2010-01-22
0.02942663102147086,2010-01-23
0.014224982876220553,2010-01-24
0.1836154307116614,2010-01-25
0.03772152999516597,2010-01-26
0.0,2010-01-27
0.0,2010-01-28
0.009113388343744852,2010-01-29
0.01580931878104646,2010-01-30
0.0,2010-01-31
0.0,2010-02-01
0.0,2010-02-02
0.0,2010-02-03
0.11017247437169624,2010-02-04
0.11417229901993065,2010-02-05
0.0910234898551496,2010-02-06
0.0,2010-02-07
0.008569915983214086,2010-02-08
0.04682543121886227,2010-02-09
0.0,2010-02-10
0.0,2010-02-11
0.0,2010-02-12
0.0,2010-02-13
0.0,2010-02-14
0.0,2010-02-15
0.0,2010-02-16
0.0,2010-02-17
0.0,2010-02-18
0.0,2010-02-19
0.0,2010-02-20
0.0,2010-02-21
0.0,2010-02-22
0.1499451009547486,2010-02-23
0.06105420202208312,2010-02-24
0.0,2010-02-25
0.2200713245889704,2010-02-26
0.1294158010300556,2010-02-27
0.0,2010-02-28
0.0,2010-03-01
0.09479119816288084,2010-03-02
0.2237653260395736,2010-03-03
0.003229703552301391,2010-03-04
0.0,2010-03-05
0.0,2010-03-06
0.0,2010-03-07
0.0,2010-03-08
0.0,2010-03-09
0.0439100341037276,2010-03-10
0.0,2010-03-11
0.16403487340402306,2010-03-12
0.0,2010-03-13
0.0,2010-03-14
0.0,2010-03-15
0.0,2010-03-16
0.0,2010-03-17
0.0,2010-03-18
0.0,2010-03-19
0.0,2010-03-20
0.0,2010-03-21
0.0,2010-03-22
0.0,2010-03-23
0.0,2010-03-24
0.0,2010-03-25
0.0,2010-03-26
0.0,2010-03-27
0.0,2010-03-28
0.0,2010-03-29
0.0029965696888917914,2010-03-30
0.04579635320517037,2010-03-31
0.0,2010-04-01
0.0,2010-04-02
0.0,2010-04-03
0.25667691811329124,2010-04-04
0.019887758054266458,2010-04-05
0.0,2010-04-06
0.0,2010-04-07
0.0,2010-04-08
0.0,2010-04-09
0.0,2010-04-10
0.20575489674946765,2010-04-11
0.14400685324433907,2010-04-12
0.1094840539099692,2010-04-13
0.0,2010-04-14
0.0,2010-04-15
0.0,2010-04-16
0.0,2010-04-17
0.0,2010-04-18
0.0,2010-04-19
0.2728362198540776,2010-04-20
0.049146514765980975,2010-04-21
0.0,2010-04-22
0.0,2010-04-23
0.0,2010-04-24
0.0,2010-04-25
0.0,2010-04-26
0.08053557014533902,2010-04-27
0.010085564267106295,2010-04-28
0.0,2010-04-29
0.0,2010-04-30
0.0,2010-05-01
0.0,2010-05-02
0.0,2010-05-03
0.0,2010-05-04
0.0,2010-05-05
0.0,2010-05-06
0.0,2010-05-07
0.0,2010-05-08
0.0,2010-05-09
0.08316894338458329,2010-05-10
