datetime,subcatchment_S35_Bifenthrin,bif_sum,date,year,month,day
2009-05-20,0.0,0.0,2009-05-20,2009,5,20
2009-05-21,0.0,0.0,2009-05-21,2009,5,21
2009-05-22,0.0,0.0,2009-05-22,2009,5,22
2009-05-23,0.0,0.0,2009-05-23,2009,5,23
2009-05-24,0.0,0.0,2009-05-24,2009,5,24
2009-05-25,0.0,0.0,2009-05-25,2009,5,25
2009-05-26,0.0,0.0,2009-05-26,2009,5,26
2009-05-27,0.0,0.0,2009-05-27,2009,5,27
2009-05-28,0.0,0.0,2009-05-28,2009,5,28
2009-05-29,0.0,0.0,2009-05-29,2009,5,29
2009-05-30,0.0,0.0,2009-05-30,2009,5,30
2009-05-31,0.0,0.0,2009-05-31,2009,5,31
2009-06-01,0.0,0.0,2009-06-01,2009,6,1
2009-06-02,0.0,0.0,2009-06-02,2009,6,2
2009-06-03,0.24826794526230958,0.24826794526230958,2009-06-03,2009,6,3
2009-06-04,0.8948004193631226,0.8948004193631226,2009-06-04,2009,6,4
2009-06-05,0.0,0.0,2009-06-05,2009,6,5
2009-06-06,0.0,0.0,2009-06-06,2009,6,6
2009-06-07,0.0,0.0,2009-06-07,2009,6,7
2009-06-08,0.0,0.0,2009-06-08,2009,6,8
2009-06-09,0.0,0.0,2009-06-09,2009,6,9
2009-06-10,0.0,0.0,2009-06-10,2009,6,10
2009-06-11,0.0,0.0,2009-06-11,2009,6,11
2009-06-12,0.0,0.0,2009-06-12,2009,6,12
2009-06-13,0.0,0.0,2009-06-13,2009,6,13
2009-06-14,0.0,0.0,2009-06-14,2009,6,14
2009-06-15,0.0,0.0,2009-06-15,2009,6,15
2009-06-16,0.0,0.0,2009-06-16,2009,6,16
2009-06-17,0.0,0.0,2009-06-17,2009,6,17
2009-06-18,0.0,0.0,2009-06-18,2009,6,18
2009-06-19,0.0,0.0,2009-06-19,2009,6,19
2009-06-20,0.0,0.0,2009-06-20,2009,6,20
2009-06-21,0.0,0.0,2009-06-21,2009,6,21
2009-06-22,0.0,0.0,2009-06-22,2009,6,22
2009-06-23,0.0,0.0,2009-06-23,2009,6,23
2009-06-24,0.0,0.0,2009-06-24,2009,6,24
2009-06-25,0.0,0.0,2009-06-25,2009,6,25
2009-06-26,0.0,0.0,2009-06-26,2009,6,26
2009-06-27,0.0,0.0,2009-06-27,2009,6,27
2009-06-28,0.0,0.0,2009-06-28,2009,6,28
2009-06-29,0.0,0.0,2009-06-29,2009,6,29
2009-06-30,0.0,0.0,2009-06-30,2009,6,30
2009-07-01,0.0,0.0,2009-07-01,2009,7,1
2009-07-02,0.0,0.0,2009-07-02,2009,7,2
2009-07-03,0.0,0.0,2009-07-03,2009,7,3
2009-07-04,0.0,0.0,2009-07-04,2009,7,4
2009-07-05,0.0,0.0,2009-07-05,2009,7,5
2009-07-06,0.0,0.0,2009-07-06,2009,7,6
2009-07-07,0.0,0.0,2009-07-07,2009,7,7
2009-07-08,0.0,0.0,2009-07-08,2009,7,8
2009-07-09,0.0,0.0,2009-07-09,2009,7,9
2009-07-10,0.0,0.0,2009-07-10,2009,7,10
2009-07-11,0.0,0.0,2009-07-11,2009,7,11
2009-07-12,0.0,0.0,2009-07-12,2009,7,12
2009-07-13,0.0,0.0,2009-07-13,2009,7,13
2009-07-14,0.0,0.0,2009-07-14,2009,7,14
2009-07-15,0.0,0.0,2009-07-15,2009,7,15
2009-07-16,0.0,0.0,2009-07-16,2009,7,16
2009-07-17,0.0,0.0,2009-07-17,2009,7,17
2009-07-18,0.0,0.0,2009-07-18,2009,7,18
2009-07-19,0.0,0.0,2009-07-19,2009,7,19
2009-07-20,0.0,0.0,2009-07-20,2009,7,20
2009-07-21,0.0,0.0,2009-07-21,2009,7,21
2009-07-22,0.0,0.0,2009-07-22,2009,7,22
2009-07-23,0.0,0.0,2009-07-23,2009,7,23
2009-07-24,0.0,0.0,2009-07-24,2009,7,24
2009-07-25,0.0,0.0,2009-07-25,2009,7,25
2009-07-26,0.0,0.0,2009-07-26,2009,7,26
2009-07-27,0.0,0.0,2009-07-27,2009,7,27
2009-07-28,0.0,0.0,2009-07-28,2009,7,28
2009-07-29,0.0,0.0,2009-07-29,2009,7,29
2009-07-30,0.0,0.0,2009-07-30,2009,7,30
2009-07-31,0.0,0.0,2009-07-31,2009,7,31
2009-08-01,0.0,0.0,2009-08-01,2009,8,1
2009-08-02,0.0,0.0,2009-08-02,2009,8,2
2009-08-03,0.0,0.0,2009-08-03,2009,8,3
2009-08-04,0.0,0.0,2009-08-04,2009,8,4
2009-08-05,0.0,0.0,2009-08-05,2009,8,5
2009-08-06,0.0,0.0,2009-08-06,2009,8,6
2009-08-07,0.0,0.0,2009-08-07,2009,8,7
2009-08-08,0.0,0.0,2009-08-08,2009,8,8
2009-08-09,0.0,0.0,2009-08-09,2009,8,9
2009-08-10,0.0,0.0,2009-08-10,2009,8,10
2009-08-11,0.0,0.0,2009-08-11,2009,8,11
2009-08-12,0.0,0.0,2009-08-12,2009,8,12
2009-08-13,0.0,0.0,2009-08-13,2009,8,13
2009-08-14,0.0,0.0,2009-08-14,2009,8,14
2009-08-15,0.0,0.0,2009-08-15,2009,8,15
2009-08-16,0.0,0.0,2009-08-16,2009,8,16
2009-08-17,0.0,0.0,2009-08-17,2009,8,17
2009-08-18,0.0,0.0,2009-08-18,2009,8,18
2009-08-19,0.0,0.0,2009-08-19,2009,8,19
2009-08-20,0.0,0.0,2009-08-20,2009,8,20
2009-08-21,0.0,0.0,2009-08-21,2009,8,21
2009-08-22,0.0,0.0,2009-08-22,2009,8,22
2009-08-23,0.0,0.0,2009-08-23,2009,8,23
2009-08-24,0.0,0.0,2009-08-24,2009,8,24
2009-08-25,0.0,0.0,2009-08-25,2009,8,25
2009-08-26,0.0,0.0,2009-08-26,2009,8,26
2009-08-27,0.0,0.0,2009-08-27,2009,8,27
2009-08-28,0.0,0.0,2009-08-28,2009,8,28
2009-08-29,0.0,0.0,2009-08-29,2009,8,29
2009-08-30,0.0,0.0,2009-08-30,2009,8,30
2009-08-31,0.0,0.0,2009-08-31,2009,8,31
2009-09-01,0.0,0.0,2009-09-01,2009,9,1
2009-09-02,0.0,0.0,2009-09-02,2009,9,2
2009-09-03,0.0,0.0,2009-09-03,2009,9,3
2009-09-04,0.0,0.0,2009-09-04,2009,9,4
2009-09-05,0.0,0.0,2009-09-05,2009,9,5
2009-09-06,0.0,0.0,2009-09-06,2009,9,6
2009-09-07,0.0,0.0,2009-09-07,2009,9,7
2009-09-08,0.0,0.0,2009-09-08,2009,9,8
2009-09-09,0.0,0.0,2009-09-09,2009,9,9
2009-09-10,0.0,0.0,2009-09-10,2009,9,10
2009-09-11,0.0,0.0,2009-09-11,2009,9,11
2009-09-12,0.0,0.0,2009-09-12,2009,9,12
2009-09-13,0.0,0.0,2009-09-13,2009,9,13
2009-09-14,0.0,0.0,2009-09-14,2009,9,14
2009-09-15,0.0,0.0,2009-09-15,2009,9,15
2009-09-16,0.0,0.0,2009-09-16,2009,9,16
2009-09-17,0.0,0.0,2009-09-17,2009,9,17
2009-09-18,0.0,0.0,2009-09-18,2009,9,18
2009-09-19,0.0,0.0,2009-09-19,2009,9,19
2009-09-20,0.0,0.0,2009-09-20,2009,9,20
2009-09-21,0.0,0.0,2009-09-21,2009,9,21
2009-09-22,0.0,0.0,2009-09-22,2009,9,22
2009-09-23,0.0,0.0,2009-09-23,2009,9,23
2009-09-24,0.0,0.0,2009-09-24,2009,9,24
2009-09-25,0.0,0.0,2009-09-25,2009,9,25
2009-09-26,0.0,0.0,2009-09-26,2009,9,26
2009-09-27,0.0,0.0,2009-09-27,2009,9,27
2009-09-28,0.0,0.0,2009-09-28,2009,9,28
2009-09-29,0.0,0.0,2009-09-29,2009,9,29
2009-09-30,0.0,0.0,2009-09-30,2009,9,30
2009-10-01,0.0,0.0,2009-10-01,2009,10,1
2009-10-02,0.0,0.0,2009-10-02,2009,10,2
2009-10-03,0.0,0.0,2009-10-03,2009,10,3
2009-10-04,0.0,0.0,2009-10-04,2009,10,4
2009-10-05,0.0,0.0,2009-10-05,2009,10,5
2009-10-06,0.0,0.0,2009-10-06,2009,10,6
2009-10-07,0.0,0.0,2009-10-07,2009,10,7
2009-10-08,0.0,0.0,2009-10-08,2009,10,8
2009-10-09,0.0,0.0,2009-10-09,2009,10,9
2009-10-10,0.0,0.0,2009-10-10,2009,10,10
2009-10-11,0.0,0.0,2009-10-11,2009,10,11
2009-10-12,0.0,0.0,2009-10-12,2009,10,12
2009-10-13,194.98610875809592,194.98610875809592,2009-10-13,2009,10,13
2009-10-14,3.6642773350151144e-07,3.6642773350151144e-07,2009-10-14,2009,10,14
2009-10-15,0.0,0.0,2009-10-15,2009,10,15
2009-10-16,0.0,0.0,2009-10-16,2009,10,16
2009-10-17,0.0,0.0,2009-10-17,2009,10,17
2009-10-18,0.0,0.0,2009-10-18,2009,10,18
2009-10-19,1.106476582478085e-10,1.106476582478085e-10,2009-10-19,2009,10,19
2009-10-20,0.0,0.0,2009-10-20,2009,10,20
2009-10-21,0.0,0.0,2009-10-21,2009,10,21
2009-10-22,0.0,0.0,2009-10-22,2009,10,22
2009-10-23,0.0,0.0,2009-10-23,2009,10,23
2009-10-24,0.0,0.0,2009-10-24,2009,10,24
2009-10-25,0.0,0.0,2009-10-25,2009,10,25
2009-10-26,0.0,0.0,2009-10-26,2009,10,26
2009-10-27,0.0,0.0,2009-10-27,2009,10,27
2009-10-28,0.0,0.0,2009-10-28,2009,10,28
2009-10-29,0.0,0.0,2009-10-29,2009,10,29
2009-10-30,0.0,0.0,2009-10-30,2009,10,30
2009-10-31,0.0,0.0,2009-10-31,2009,10,31
2009-11-01,0.0,0.0,2009-11-01,2009,11,1
2009-11-02,0.0,0.0,2009-11-02,2009,11,2
2009-11-03,0.0,0.0,2009-11-03,2009,11,3
2009-11-04,0.0,0.0,2009-11-04,2009,11,4
2009-11-05,0.0,0.0,2009-11-05,2009,11,5
2009-11-06,0.0,0.0,2009-11-06,2009,11,6
2009-11-07,0.0,0.0,2009-11-07,2009,11,7
2009-11-08,0.0,0.0,2009-11-08,2009,11,8
2009-11-09,0.0,0.0,2009-11-09,2009,11,9
2009-11-10,0.0,0.0,2009-11-10,2009,11,10
2009-11-11,0.0,0.0,2009-11-11,2009,11,11
2009-11-12,0.0,0.0,2009-11-12,2009,11,12
2009-11-13,0.0,0.0,2009-11-13,2009,11,13
2009-11-14,0.0,0.0,2009-11-14,2009,11,14
2009-11-15,0.0,0.0,2009-11-15,2009,11,15
2009-11-16,0.0,0.0,2009-11-16,2009,11,16
2009-11-17,0.21081771794101153,0.21081771794101153,2009-11-17,2009,11,17
2009-11-18,0.7045458075095075,0.7045458075095075,2009-11-18,2009,11,18
2009-11-19,0.0,0.0,2009-11-19,2009,11,19
2009-11-20,0.004237749538545224,0.004237749538545224,2009-11-20,2009,11,20
2009-11-21,0.0,0.0,2009-11-21,2009,11,21
2009-11-22,0.0,0.0,2009-11-22,2009,11,22
2009-11-23,0.0,0.0,2009-11-23,2009,11,23
2009-11-24,0.0,0.0,2009-11-24,2009,11,24
2009-11-25,0.0,0.0,2009-11-25,2009,11,25
2009-11-26,0.0,0.0,2009-11-26,2009,11,26
2009-11-27,0.0,0.0,2009-11-27,2009,11,27
2009-11-28,0.0,0.0,2009-11-28,2009,11,28
2009-11-29,0.0,0.0,2009-11-29,2009,11,29
2009-11-30,0.0,0.0,2009-11-30,2009,11,30
2009-12-01,0.0,0.0,2009-12-01,2009,12,1
2009-12-02,0.0,0.0,2009-12-02,2009,12,2
2009-12-03,0.0,0.0,2009-12-03,2009,12,3
2009-12-04,0.0,0.0,2009-12-04,2009,12,4
2009-12-05,0.0,0.0,2009-12-05,2009,12,5
2009-12-06,0.0,0.0,2009-12-06,2009,12,6
2009-12-07,1.919454876246947,1.919454876246947,2009-12-07,2009,12,7
2009-12-08,0.0,0.0,2009-12-08,2009,12,8
2009-12-09,0.0,0.0,2009-12-09,2009,12,9
2009-12-10,0.0,0.0,2009-12-10,2009,12,10
2009-12-11,0.0004624811411527035,0.0004624811411527035,2009-12-11,2009,12,11
2009-12-12,1.9860403154494036e-13,1.9860403154494036e-13,2009-12-12,2009,12,12
2009-12-13,3.7268680152741953e-19,3.7268680152741953e-19,2009-12-13,2009,12,13
2009-12-14,0.0,0.0,2009-12-14,2009,12,14
2009-12-15,0.0,0.0,2009-12-15,2009,12,15
2009-12-16,0.0,0.0,2009-12-16,2009,12,16
2009-12-17,0.0,0.0,2009-12-17,2009,12,17
2009-12-18,0.0,0.0,2009-12-18,2009,12,18
2009-12-19,0.0,0.0,2009-12-19,2009,12,19
2009-12-20,0.0,0.0,2009-12-20,2009,12,20
2009-12-21,0.0,0.0,2009-12-21,2009,12,21
2009-12-22,0.06548793758815778,0.06548793758815778,2009-12-22,2009,12,22
2009-12-23,0.0,0.0,2009-12-23,2009,12,23
2009-12-24,0.0,0.0,2009-12-24,2009,12,24
2009-12-25,0.0,0.0,2009-12-25,2009,12,25
2009-12-26,0.0,0.0,2009-12-26,2009,12,26
2009-12-27,0.21176368587045888,0.21176368587045888,2009-12-27,2009,12,27
2009-12-28,0.0,0.0,2009-12-28,2009,12,28
2009-12-29,0.00044368576818066527,0.00044368576818066527,2009-12-29,2009,12,29
2009-12-30,0.0001110270234028797,0.0001110270234028797,2009-12-30,2009,12,30
2009-12-31,0.0,0.0,2009-12-31,2009,12,31
2010-01-01,2.4222063848089408e-06,2.4222063848089408e-06,2010-01-01,2010,1,1
2010-01-02,0.0,0.0,2010-01-02,2010,1,2
2010-01-03,0.0,0.0,2010-01-03,2010,1,3
2010-01-04,0.0,0.0,2010-01-04,2010,1,4
2010-01-05,0.0,0.0,2010-01-05,2010,1,5
2010-01-06,0.0,0.0,2010-01-06,2010,1,6
2010-01-07,0.0,0.0,2010-01-07,2010,1,7
2010-01-08,0.0,0.0,2010-01-08,2010,1,8
2010-01-09,0.0,0.0,2010-01-09,2010,1,9
2010-01-10,0.0,0.0,2010-01-10,2010,1,10
2010-01-11,0.0,0.0,2010-01-11,2010,1,11
2010-01-12,0.6845609738040427,0.6845609738040427,2010-01-12,2010,1,12
2010-01-13,0.0009200332332870071,0.0009200332332870071,2010-01-13,2010,1,13
2010-01-14,0.0,0.0,2010-01-14,2010,1,14
2010-01-15,0.0,0.0,2010-01-15,2010,1,15
2010-01-16,0.0,0.0,2010-01-16,2010,1,16
2010-01-17,1.5455989091863327e-06,1.5455989091863327e-06,2010-01-17,2010,1,17
2010-01-18,8.816996692554891e-12,8.816996692554891e-12,2010-01-18,2010,1,18
2010-01-19,2.1962210683375766e-16,2.1962210683375766e-16,2010-01-19,2010,1,19
2010-01-20,4.136998305734904e-24,4.136998305734904e-24,2010-01-20,2010,1,20
2010-01-21,3.640845487240234e-29,3.640845487240234e-29,2010-01-21,2010,1,21
2010-01-22,4.9895553184899035e-34,4.9895553184899035e-34,2010-01-22,2010,1,22
2010-01-23,9.059860824650995e-37,9.059860824650995e-37,2010-01-23,2010,1,23
2010-01-24,5.456259351448624e-39,5.456259351448624e-39,2010-01-24,2010,1,24
2010-01-25,6.4909194247681556e-40,6.4909194247681556e-40,2010-01-25,2010,1,25
2010-01-26,6.607390256776071e-48,6.607390256776071e-48,2010-01-26,2010,1,26
2010-01-27,0.0,0.0,2010-01-27,2010,1,27
2010-01-28,0.0,0.0,2010-01-28,2010,1,28
2010-01-29,0.0,0.0,2010-01-29,2010,1,29
2010-01-30,0.0,0.0,2010-01-30,2010,1,30
2010-01-31,0.0,0.0,2010-01-31,2010,1,31
2010-02-01,0.0,0.0,2010-02-01,2010,2,1
2010-02-02,0.0,0.0,2010-02-02,2010,2,2
2010-02-03,0.0,0.0,2010-02-03,2010,2,3
2010-02-04,0.0,0.0,2010-02-04,2010,2,4
2010-02-05,0.0,0.0,2010-02-05,2010,2,5
2010-02-06,0.0,0.0,2010-02-06,2010,2,6
2010-02-07,0.0,0.0,2010-02-07,2010,2,7
2010-02-08,0.0,0.0,2010-02-08,2010,2,8
2010-02-09,0.0,0.0,2010-02-09,2010,2,9
2010-02-10,0.0,0.0,2010-02-10,2010,2,10
2010-02-11,0.0,0.0,2010-02-11,2010,2,11
2010-02-12,0.0,0.0,2010-02-12,2010,2,12
2010-02-13,0.0,0.0,2010-02-13,2010,2,13
2010-02-14,0.0,0.0,2010-02-14,2010,2,14
2010-02-15,0.0,0.0,2010-02-15,2010,2,15
2010-02-16,0.0,0.0,2010-02-16,2010,2,16
2010-02-17,0.0,0.0,2010-02-17,2010,2,17
2010-02-18,0.0,0.0,2010-02-18,2010,2,18
2010-02-19,0.0,0.0,2010-02-19,2010,2,19
2010-02-20,0.0,0.0,2010-02-20,2010,2,20
2010-02-21,0.0,0.0,2010-02-21,2010,2,21
2010-02-22,0.0,0.0,2010-02-22,2010,2,22
2010-02-23,1.396451649790287,1.396451649790287,2010-02-23,2010,2,23
2010-02-24,0.0008632670345726189,0.0008632670345726189,2010-02-24,2010,2,24
2010-02-25,0.0,0.0,2010-02-25,2010,2,25
2010-02-26,6.442484700699491e-07,6.442484700699491e-07,2010-02-26,2010,2,26
2010-02-27,1.1060097870384214e-08,1.1060097870384214e-08,2010-02-27,2010,2,27
2010-02-28,0.0,0.0,2010-02-28,2010,2,28
2010-03-01,0.0,0.0,2010-03-01,2010,3,1
2010-03-02,1.5784434879352154e-11,1.5784434879352154e-11,2010-03-02,2010,3,2
2010-03-03,1.703473492569529e-14,1.703473492569529e-14,2010-03-03,2010,3,3
2010-03-04,1.021146410823277e-21,1.021146410823277e-21,2010-03-04,2010,3,4
2010-03-05,0.0,0.0,2010-03-05,2010,3,5
2010-03-06,0.0,0.0,2010-03-06,2010,3,6
2010-03-07,0.0,0.0,2010-03-07,2010,3,7
2010-03-08,0.0,0.0,2010-03-08,2010,3,8
2010-03-09,0.0,0.0,2010-03-09,2010,3,9
2010-03-10,0.09883860810839724,0.09883860810839724,2010-03-10,2010,3,10
2010-03-11,0.0,0.0,2010-03-11,2010,3,11
2010-03-12,0.029558375938625082,0.029558375938625082,2010-03-12,2010,3,12
2010-03-13,0.0,0.0,2010-03-13,2010,3,13
2010-03-14,0.0,0.0,2010-03-14,2010,3,14
2010-03-15,0.0,0.0,2010-03-15,2010,3,15
2010-03-16,0.0,0.0,2010-03-16,2010,3,16
2010-03-17,0.0,0.0,2010-03-17,2010,3,17
2010-03-18,0.0,0.0,2010-03-18,2010,3,18
2010-03-19,0.0,0.0,2010-03-19,2010,3,19
2010-03-20,0.0,0.0,2010-03-20,2010,3,20
2010-03-21,0.0,0.0,2010-03-21,2010,3,21
2010-03-22,0.0,0.0,2010-03-22,2010,3,22
2010-03-23,0.0,0.0,2010-03-23,2010,3,23
2010-03-24,0.0,0.0,2010-03-24,2010,3,24
2010-03-25,0.0,0.0,2010-03-25,2010,3,25
2010-03-26,0.0,0.0,2010-03-26,2010,3,26
2010-03-27,0.0,0.0,2010-03-27,2010,3,27
