runf_cmha,date
0.0,2009-01-01
1.3599359451705046,2009-01-02
0.0,2009-01-03
0.0,2009-01-04
0.0,2009-01-05
0.0,2009-01-06
0.0,2009-01-07
0.0,2009-01-08
0.0,2009-01-09
0.0,2009-01-10
0.0,2009-01-11
0.0,2009-01-12
0.0,2009-01-13
0.0,2009-01-14
0.0,2009-01-15
0.0,2009-01-16
0.0,2009-01-17
0.0,2009-01-18
0.0,2009-01-19
0.0,2009-01-20
0.3404421627334411,2009-01-21
30.890435364014202,2009-01-22
10.406525269868103,2009-01-23
3.5165779967140067,2009-01-24
0.7223024595381088,2009-01-25
0.0,2009-01-26
0.0,2009-01-27
0.0,2009-01-28
0.0,2009-01-29
0.0,2009-01-30
0.0,2009-01-31
0.0,2009-02-01
0.0,2009-02-02
0.0,2009-02-03
0.0,2009-02-04
0.0,2009-02-05
0.3647335010898513,2009-02-06
0.0,2009-02-07
1.1534593732781306,2009-02-08
3.335729116105215,2009-02-09
0.011269208658679523,2009-02-10
12.118834859968949,2009-02-11
0.9736864587640982,2009-02-12
26.32997223914688,2009-02-13
2.229425165617481,2009-02-14
7.2191566950607005,2009-02-15
15.527252523274793,2009-02-16
35.12333539425028,2009-02-17
1.7840299701374862,2009-02-18
0.0,2009-02-19
0.0,2009-02-20
0.0,2009-02-21
28.220925658994602,2009-02-22
30.29367652600067,2009-02-23
0.1046318031618986,2009-02-24
0.0,2009-02-25
3.2949274062886205,2009-02-26
0.0,2009-02-27
0.0,2009-02-28
18.468846874777867,2009-03-01
24.20302198622663,2009-03-02
27.81064507415257,2009-03-03
3.6632974226329815,2009-03-04
0.0,2009-03-05
0.0,2009-03-06
0.0,2009-03-07
0.0,2009-03-08
0.0,2009-03-09
0.0,2009-03-10
0.0,2009-03-11
0.0,2009-03-12
0.0,2009-03-13
0.0,2009-03-14
0.0,2009-03-15
0.0,2009-03-16
0.0,2009-03-17
0.0,2009-03-18
0.0,2009-03-19
0.0,2009-03-20
0.033336786887353045,2009-03-21
2.5425239047061745,2009-03-22
0.0,2009-03-23
0.0,2009-03-24
0.0,2009-03-25
0.0,2009-03-26
0.0,2009-03-27
0.0,2009-03-28
0.0,2009-03-29
0.0,2009-03-30
0.0,2009-03-31
0.0,2009-04-01
0.0,2009-04-02
0.0,2009-04-03
0.0,2009-04-04
0.0,2009-04-05
0.0,2009-04-06
7.591111342551558,2009-04-07
6.726656784023702,2009-04-08
7.916842904254702,2009-04-09
5.907727833296256,2009-04-10
0.0,2009-04-11
0.0,2009-04-12
0.0,2009-04-13
0.0,2009-04-14
0.0,2009-04-15
0.0,2009-04-16
0.0,2009-04-17
0.0,2009-04-18
0.0,2009-04-19
0.0,2009-04-20
0.0,2009-04-21
0.0,2009-04-22
0.0,2009-04-23
0.0,2009-04-24
0.0,2009-04-25
0.0,2009-04-26
0.0,2009-04-27
0.0,2009-04-28
0.0,2009-04-29
0.0,2009-04-30
25.425960574663854,2009-05-01
4.756807784435272,2009-05-02
7.4773286241003705,2009-05-03
0.5574802323142756,2009-05-04
9.49977618355998,2009-05-05
0.0,2009-05-06
0.0,2009-05-07
0.0,2009-05-08
0.0,2009-05-09
0.0,2009-05-10
0.0,2009-05-11
0.0,2009-05-12
0.0,2009-05-13
0.0,2009-05-14
0.0,2009-05-15
0.0,2009-05-16
0.0,2009-05-17
0.0,2009-05-18
0.0,2009-05-19
0.0,2009-05-20
0.0,2009-05-21
0.0,2009-05-22
0.0,2009-05-23
0.0,2009-05-24
0.0,2009-05-25
0.0,2009-05-26
0.0,2009-05-27
0.0,2009-05-28
0.0,2009-05-29
0.0,2009-05-30
0.0,2009-05-31
0.0,2009-06-01
0.0,2009-06-02
0.20904021169796252,2009-06-03
3.1857675410892776,2009-06-04
0.0,2009-06-05
0.0,2009-06-06
0.0,2009-06-07
0.0,2009-06-08
0.0,2009-06-09
0.0,2009-06-10
0.0,2009-06-11
0.0,2009-06-12
0.0,2009-06-13
0.0,2009-06-14
0.0,2009-06-15
0.0,2009-06-16
0.0,2009-06-17
0.0,2009-06-18
0.0,2009-06-19
0.0,2009-06-20
